"","outcome","exposure","nsnp","b","se","pval","pmid","year","author","consortium","subcategory","ncase","ncontrol","sample_size","unit","sex","population"
"549","Putamen volume","HMGCR inhibitor",1,1.07776261937244,80.227850288054,0.989281723402829,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3","Males and females","European"
"550","Putamen volume","HMGCR inhibitor",1,1.07776261937244,80.2278308321964,0.989281720803722,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3","Males and females","European"
"551","Schizophrenia","HMGCR inhibitor",1,-0.0737323118534789,0.146025480320891,0.613609608502576,25056061,2014,"Ripke S","PGC","Psychiatric / neurological",35476,46839,82315,"log odds","Males and females","Mixed"
"552","Schizophrenia","HMGCR inhibitor",1,-0.0737323118534789,0.145975443383356,0.613488046152819,25056061,2014,"Ripke S","PGC","Psychiatric / neurological",35476,46839,82315,"log odds","Males and females","Mixed"
"553","Simple reaction time","HMGCR inhibitor",1,0.251023192360164,0.379486498499729,0.508303753791547,21130836,2011,"Luciano",NA,"Psychiatric / neurological",NA,NA,2378,"SD (milliseconds)","Males and females","European"
"554","Simple reaction time","HMGCR inhibitor",1,0.251023192360164,0.379263301500682,0.508054216876709,21130836,2011,"Luciano",NA,"Psychiatric / neurological",NA,NA,2378,"SD (milliseconds)","Males and females","European"
"555","Subjective well being","HMGCR inhibitor",1,0.0682128240109141,0.0410801824299781,0.0968179149233078,27089181,2016,"Okbay","SSGAC","Psychiatric / neurological",NA,NA,298420,"SD","Males and females","European"
"556","Subjective well being","HMGCR inhibitor",1,0.0682128240109141,0.0409276944065484,0.0955807045456294,27089181,2016,"Okbay","SSGAC","Psychiatric / neurological",NA,NA,298420,"SD","Males and females","European"
"557","Thalamus volume","HMGCR inhibitor",1,47.4338335607094,84.2991750866298,0.573649786143574,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3","Males and females","European"
"558","Thalamus volume","HMGCR inhibitor",1,47.4338335607094,84.2633015006821,0.573486646239908,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3","Males and females","European"
"559","Age at menarche","HMGCR inhibitor",1,-0.177353342428377,0.0841581563645169,0.0350845232523988,25231870,2014,"Perry JR","ReproGen","Reproductive aging",NA,NA,182416,"years","Females","European"
"560","Age at menarche","HMGCR inhibitor",1,-0.177353342428377,0.0836544081440655,0.0339999999999919,25231870,2014,"Perry JR","ReproGen","Reproductive aging",NA,NA,182416,"years","Females","European"
"561","Age at menopause","HMGCR inhibitor",1,0.409276944065484,0.273675021948119,0.134787860424678,26414677,2015,"Day","ReproGen","Reproductive aging",NA,NA,69360,"years","Females","European"
"562","Age at menopause","HMGCR inhibitor",1,0.409276944065484,0.272851296043656,0.133614402537716,26414677,2015,"Day","ReproGen","Reproductive aging",NA,NA,69360,"years","Females","European"
"563","Chronotype","HMGCR inhibitor",1,-0.0441907230559345,0.054606058398809,0.418363247628897,27494321,2016,"Jones","UK Biobank","Sleeping",NA,NA,128266,NA,"Males and females","European"
"564","Chronotype","HMGCR inhibitor",1,-0.0441907230559345,0.0545579809004093,0.417953254091144,27494321,2016,"Jones","UK Biobank","Sleeping",NA,NA,128266,NA,"Males and females","European"
"565","Sleep duration","HMGCR inhibitor",1,0.0275180081855389,0.0549600272851296,0.616588387426372,27494321,2016,"Jones","UK Biobank","Sleeping",NA,NA,128266,NA,"Males and females","European"
"566","Sleep duration","HMGCR inhibitor",1,0.0275180081855389,0.0549785388514176,0.616707057547883,27494321,2016,"Jones","UK Biobank","Sleeping",NA,NA,128266,NA,"Males and females","European"
"567","Father’s age at death","Lp(a) inhibitor",1,0.0187997727272727,0.00631643181818182,0.00291722693704832,27015805,2016,"Pilling","UK Biobank","Aging",NA,NA,75244,NA,"Males and females","European"
"568","Father’s age at death","Lp(a) inhibitor",1,0.0187997727272727,0.00795277375169363,0.0180823989879167,27015805,2016,"Pilling","UK Biobank","Aging",NA,NA,75244,NA,"Males and females","European"
"569","Mother’s age at death","Lp(a) inhibitor",1,0.00488106060606061,0.00705193939393939,0.488837724872208,27015805,2016,"Pilling","UK Biobank","Aging",NA,NA,75244,NA,"Males and females","European"
"570","Mother’s age at death","Lp(a) inhibitor",1,0.00488106060606061,0.00716266859580737,0.495581487402779,27015805,2016,"Pilling","UK Biobank","Aging",NA,NA,75244,NA,"Males and females","European"
"571","Parents' age at death","Lp(a) inhibitor",1,0.0505987878787879,0.0104358333333333,1.24359487663793e-06,27015805,2016,"Pilling","UK Biobank","Aging",NA,NA,75244,NA,"Males and females","European"
"572","Parents' age at death","Lp(a) inhibitor",1,0.0505987878787879,0.0166747597606247,0.00240971671526471,27015805,2016,"Pilling","UK Biobank","Aging",NA,NA,75244,NA,"Males and females","European"
"573","Top 1 % survival","Lp(a) inhibitor",1,0.00209118939393939,0.00130758143986914,0.109758308211641,27015805,2016,"Pilling","UK Biobank","Aging",NA,NA,75244,NA,"Males and females","European"
"574","Top 1 % survival","Lp(a) inhibitor",1,0.00209118939393939,0.001192,0.0793699506856872,27015805,2016,"Pilling","UK Biobank","Aging",NA,NA,75244,NA,"Males and females","European"
"575","Birth weight","Lp(a) inhibitor",1,-0.00378787878787879,0.00576462957144818,0.511123233319003,27680694,2016,"Horikoshi",NA,"Anthropometric",NA,NA,153781,NA,"Males and females","Mixed"
"576","Birth weight","Lp(a) inhibitor",1,-0.00378787878787879,0.00568181818181818,0.504985075093846,27680694,2016,"Horikoshi",NA,"Anthropometric",NA,NA,153781,NA,"Males and females","Mixed"
"577","Body fat","Lp(a) inhibitor",1,0.026969696969697,0.0116666666666667,0.0207948659716683,26833246,2016,"Lu",NA,"Anthropometric",NA,NA,100716,"SD","Males and females","European"
"578","Body fat","Lp(a) inhibitor",1,0.026969696969697,0.0135707089904043,0.0468840450084408,26833246,2016,"Lu",NA,"Anthropometric",NA,NA,100716,"SD","Males and females","European"
"579","Body mass index","Lp(a) inhibitor",1,0.0137121212121212,0.00808171847650626,0.0897564477565933,25673413,2015,"Locke AE","GIANT","Anthropometric",NA,NA,339224,"SD (kg/m^2)","Males and females","Mixed"
"580","Body mass index","Lp(a) inhibitor",1,0.0137121212121212,0.00727272727272727,0.0593736055923928,25673413,2015,"Locke AE","GIANT","Anthropometric",NA,NA,339224,"SD (kg/m^2)","Males and females","Mixed"
"581","Child birth length","Lp(a) inhibitor",1,-0.0300757575757576,0.0190909090909091,0.115164876721782,25281659,2015,"van der Valk RJ","EGG","Anthropometric",NA,NA,28459,"SD (cm)","Males and females","European"
"582","Child birth length","Lp(a) inhibitor",1,-0.0300757575757576,0.020596640541954,0.144227871275369,25281659,2015,"van der Valk RJ","EGG","Anthropometric",NA,NA,28459,"SD (cm)","Males and females","European"
"583","Child birth weight","Lp(a) inhibitor",1,-0.0143939393939394,0.0178126877767877,0.419048968571412,23202124,2013,"Horikoshi M","EGG","Anthropometric",NA,NA,26836,"g","Males and females","European"
"584","Child birth weight","Lp(a) inhibitor",1,-0.0143939393939394,0.0174242424242424,0.408754766219334,23202124,2013,"Horikoshi M","EGG","Anthropometric",NA,NA,26836,"g","Males and females","European"
"585","Childhood obesity","Lp(a) inhibitor",1,-0.0348484848484848,0.0534079768003619,0.514081329497316,22484627,2012,"Bradfield JP","EGG","Anthropometric",5530,8318,13848,"log odds","Males and females","European"
"586","Childhood obesity","Lp(a) inhibitor",1,-0.0348484848484848,0.0526515151515152,0.508054216876709,22484627,2012,"Bradfield JP","EGG","Anthropometric",5530,8318,13848,"log odds","Males and females","European"
"587","Difference in height between adolescence and adulthood","Lp(a) inhibitor",1,0.000705368885609848,0.0464996341898485,0.987897079843403,23449627,2013,"Cousminer","EGG","Anthropometric",NA,NA,4282,"SD","Males","European"
"588","Difference in height between adolescence and adulthood","Lp(a) inhibitor",1,0.000705368885609848,0.0464999876334072,0.987897171829902,23449627,2013,"Cousminer","EGG","Anthropometric",NA,NA,4282,"SD","Males","European"
"589","Difference in height between childhood and adulthood","Lp(a) inhibitor",1,-0.0282888024118182,0.041114984631335,0.491426851419128,23449627,2013,"Cousminer","EGG","Anthropometric",NA,NA,5043,"SD","Males","European"
"590","Difference in height between childhood and adulthood","Lp(a) inhibitor",1,-0.0282888024118182,0.0404669416286364,0.484514809859888,23449627,2013,"Cousminer","EGG","Anthropometric",NA,NA,5043,"SD","Males","European"
"591","Height","Lp(a) inhibitor",1,-0.0106060606060606,0.00650760032046668,0.103144631365312,25282103,2014,"Wood AR","GIANT","Anthropometric",NA,NA,253288,"SD (m)","Males and females","European"
"592","Height","Lp(a) inhibitor",1,-0.0106060606060606,0.00590909090909091,0.0726741286768933,25282103,2014,"Wood AR","GIANT","Anthropometric",NA,NA,253288,"SD (m)","Males and females","European"
"593","Hip circumference","Lp(a) inhibitor",1,-0.00325757575757576,0.00909090909090909,0.720093875656711,25673412,2015,"Shungin D","GIANT","Anthropometric",NA,NA,224459,"SD (cm)","Males and females","Mixed"
"594","Hip circumference","Lp(a) inhibitor",1,-0.00325757575757576,0.00912938618757084,0.721224251926686,25673412,2015,"Shungin D","GIANT","Anthropometric",NA,NA,224459,"SD (cm)","Males and females","Mixed"
"595","Infant head circumference","Lp(a) inhibitor",1,0.0154545454545455,0.0275,0.574127280760313,22504419,2012,"Taal HR","EGG","Anthropometric",NA,NA,10768,"SD (cm)","Males and females","European"
"596","Infant head circumference","Lp(a) inhibitor",1,0.0154545454545455,0.0277854109210036,0.578066761508414,22504419,2012,"Taal HR","EGG","Anthropometric",NA,NA,10768,"SD (cm)","Males and females","European"
"597","Obesity class 1","Lp(a) inhibitor",1,0.0189393939393939,0.0257575757575758,0.462160389897216,23563607,2013,"Berndt SI","GIANT","Anthropometric",32858,65839,98697,"log odds","Males and females","European"
"598","Obesity class 1","Lp(a) inhibitor",1,0.0189393939393939,0.0262135483104946,0.469984656885496,23563607,2013,"Berndt SI","GIANT","Anthropometric",32858,65839,98697,"log odds","Males and females","European"
"599","Obesity class 2","Lp(a) inhibitor",1,0.0568181818181818,0.0484647996178484,0.241052640074298,23563607,2013,"Berndt SI","GIANT","Anthropometric",9889,62657,72546,"log odds","Males and females","European"
"600","Obesity class 2","Lp(a) inhibitor",1,0.0568181818181818,0.0462121212121212,0.218881326542939,23563607,2013,"Berndt SI","GIANT","Anthropometric",9889,62657,72546,"log odds","Males and females","European"
"601","Obesity class 3","Lp(a) inhibitor",1,0.0621212121212121,0.0833333333333333,0.455996980015239,23563607,2013,"Berndt SI","GIANT","Anthropometric",2896,47468,50364,"log odds","Males and females","European"
"602","Obesity class 3","Lp(a) inhibitor",1,0.0621212121212121,0.0848492228511209,0.464085264199222,23563607,2013,"Berndt SI","GIANT","Anthropometric",2896,47468,50364,"log odds","Males and females","European"
"603","Overweight","Lp(a) inhibitor",1,0.0113636363636364,0.0174242424242424,0.514288986716092,23563607,2013,"Berndt SI","GIANT","Anthropometric",93015,65840,158855,"log odds","Males and females","European"
"604","Overweight","Lp(a) inhibitor",1,0.0113636363636364,0.0176673509689978,0.520094472112775,23563607,2013,"Berndt SI","GIANT","Anthropometric",93015,65840,158855,"log odds","Males and females","European"
"605","Sitting height ratio","Lp(a) inhibitor",1,-0.0272727272727273,0.0180808384514359,0.131457975424305,25865494,2015,"Chan",NA,"Anthropometric",NA,NA,21590,"SD","Males and females","European"
"606","Sitting height ratio","Lp(a) inhibitor",1,-0.0272727272727273,0.0166666666666667,0.101763504951258,25865494,2015,"Chan",NA,"Anthropometric",NA,NA,21590,"SD","Males and females","European"
"607","Waist circumference","Lp(a) inhibitor",1,0.00833333333333333,0.00909090909090909,0.359317338329571,25673412,2015,"Shungin D","GIANT","Anthropometric",NA,NA,224459,"SD (cm)","Males and females","Mixed"
"608","Waist circumference","Lp(a) inhibitor",1,0.00833333333333333,0.00933983115071602,0.372266464523179,25673412,2015,"Shungin D","GIANT","Anthropometric",NA,NA,224459,"SD (cm)","Males and females","Mixed"
"609","Waist-to-hip ratio","Lp(a) inhibitor",1,0.0113636363636364,0.00909090909090909,0.21129954733371,25673412,2015,"Shungin D","GIANT","Anthropometric",NA,NA,224459,"SD","Males and females","Mixed"
"610","Waist-to-hip ratio","Lp(a) inhibitor",1,0.0113636363636364,0.00954859645718416,0.234013193144805,25673412,2015,"Shungin D","GIANT","Anthropometric",NA,NA,224459,"SD","Males and females","Mixed"
"611","Weight","Lp(a) inhibitor",1,-0.00984848484848485,0.0121212121212121,0.416504786576218,23754948,2013,"Randall JC","GIANT","Anthropometric",NA,NA,60586,"SD (kg)","Males","European"
"612","Weight","Lp(a) inhibitor",1,-0.00984848484848485,0.0123827122191424,0.42641488215899,23754948,2013,"Randall JC","GIANT","Anthropometric",NA,NA,60586,"SD (kg)","Males","European"
"613","Crohn's disease","Lp(a) inhibitor",1,-0.0460617518641667,0.0407719299041668,0.258585055069181,26192919,2015,"Liu","IIBDGC","Autoimmune / inflammatory",5956,14927,20883,"log odds","Males and females","European"
"614","Crohn's disease","Lp(a) inhibitor",1,-0.0460617518641667,0.0390151515151515,0.237756937084468,26192919,2015,"Liu","IIBDGC","Autoimmune / inflammatory",5956,14927,20883,"log odds","Males and females","European"
"615","Eczema","Lp(a) inhibitor",1,-0.0479443088414394,0.0337208174391667,0.155083883815093,26482879,2014,"Paternoster","EAGLE","Autoimmune / inflammatory",10788,30047,40835,"log odds","Males and females","European"
"616","Eczema","Lp(a) inhibitor",1,-0.0479443088414394,0.0359019959597814,0.181738326686485,26482879,2014,"Paternoster","EAGLE","Autoimmune / inflammatory",10788,30047,40835,"log odds","Males and females","European"
"617","Gout","Lp(a) inhibitor",1,0.00833333333333333,0.0682154538825567,0.902770754779935,23263486,2013,"Köttgen","GUGC","Autoimmune / inflammatory",2115,67259,69374,"log odds","Males and females","European"
"618","Gout","Lp(a) inhibitor",1,0.00833333333333333,0.0681818181818182,0.902723027603871,23263486,2013,"Köttgen","GUGC","Autoimmune / inflammatory",2115,67259,69374,"log odds","Males and females","European"
"619","Inflammatory bowel disease","Lp(a) inhibitor",1,-0.0126504921387121,0.0288203741063234,0.660703073012018,26192919,2015,"Liu","IIBDGC","Autoimmune / inflammatory",12882,21770,34652,"log odds","Males and females","European"
"620","Inflammatory bowel disease","Lp(a) inhibitor",1,-0.0126504921387121,0.0286363636363636,0.658660558075562,26192919,2015,"Liu","IIBDGC","Autoimmune / inflammatory",12882,21770,34652,"log odds","Males and females","European"
"621","Juvenile idiopathic arthritis","Lp(a) inhibitor",1,0.00623773100537879,0.0758870713707004,0.934489625212711,23603761,2013,"Hinks",NA,"Autoimmune / inflammatory",2816,13056,15872,"log odds","Males and females","European"
"622","Juvenile idiopathic arthritis","Lp(a) inhibitor",1,0.00623773100537879,0.0758701329613636,0.934475032594482,23603761,2013,"Hinks",NA,"Autoimmune / inflammatory",2816,13056,15872,"log odds","Males and females","European"
"623","Multiple sclerosis","Lp(a) inhibitor",1,0.00528455586093182,0.0245494772605303,0.82956349020697,24076602,2013,"Beecham","IMSGC","Autoimmune / inflammatory",14498,24091,38589,"log odds","Males and females","European"
"624","Multiple sclerosis","Lp(a) inhibitor",1,0.00528455586093182,0.0245870247933851,0.829819782196806,24076602,2013,"Beecham","IMSGC","Autoimmune / inflammatory",14498,24091,38589,"log odds","Males and females","European"
"625","Narcolepsy","Lp(a) inhibitor",1,0.133530276829545,0.0569346233952273,0.0190104278024994,23459209,2013,"Faraco",NA,"Autoimmune / inflammatory",1886,10421,12307,"log odds","Males and females","European"
"626","Narcolepsy","Lp(a) inhibitor",1,0.133530276829545,0.0664793566733353,0.0445798251491602,23459209,2013,"Faraco",NA,"Autoimmune / inflammatory",1886,10421,12307,"log odds","Males and females","European"
"627","Psoriasis","Lp(a) inhibitor",1,0.0434177020553788,0.0503470334911512,0.388484699999861,23143594,2012,"Tsoi",NA,"Autoimmune / inflammatory",10588,22806,33394,"log odds","Males and females","European"
"628","Psoriasis","Lp(a) inhibitor",1,0.0434177020553788,0.0490946601562121,0.37649807893022,23143594,2012,"Tsoi",NA,"Autoimmune / inflammatory",10588,22806,33394,"log odds","Males and females","European"
"629","Rheumatoid arthritis","Lp(a) inhibitor",1,0.0223930320011364,0.0306271103483723,0.464687132484751,24390342,2014,"Okada Y",NA,"Autoimmune / inflammatory",19234,61565,80799,"log odds","Males and females","Mixed"
"630","Rheumatoid arthritis","Lp(a) inhibitor",1,0.0223930320011364,0.0300814219449242,0.456626044482373,24390342,2014,"Okada Y",NA,"Autoimmune / inflammatory",19234,61565,80799,"log odds","Males and females","Mixed"
"631","Systemic lupus erythematosus","Lp(a) inhibitor",1,-0.0223930320011364,0.0526645191874803,0.670689798477359,26502338,2015,"Bentham",NA,"Autoimmune / inflammatory",7219,15991,23210,"log odds","Males and females","European"
"632","Systemic lupus erythematosus","Lp(a) inhibitor",1,-0.0223930320011364,0.0523490557621212,0.668823081210287,26502338,2015,"Bentham",NA,"Autoimmune / inflammatory",7219,15991,23210,"log odds","Males and females","European"
"633","Type 1 diabetes","Lp(a) inhibitor",1,-0.0112046102065152,0.0307858481134839,0.715892901986994,25751624,2015,"Onengut-Gumuscu",NA,"Autoimmune / inflammatory",9563,9369,18932,"log odds","Males and females","European"
"634","Type 1 diabetes","Lp(a) inhibitor",1,-0.0112046102065152,0.030650847945303,0.714696197596015,25751624,2015,"Onengut-Gumuscu",NA,"Autoimmune / inflammatory",9563,9369,18932,"log odds","Males and females","European"
"635","Ulcerative colitis","Lp(a) inhibitor",1,0.00780061021015152,0.0359650220029685,0.828290677814618,26192919,2015,"Liu","IIBDGC","Autoimmune / inflammatory",6968,20464,27432,"log odds","Males and females","European"
"636","Ulcerative colitis","Lp(a) inhibitor",1,0.00780061021015152,0.0359090909090909,0.828027405010483,26192919,2015,"Liu","IIBDGC","Autoimmune / inflammatory",6968,20464,27432,"log odds","Males and females","European"
"637","Age of smoking initiation","Lp(a) inhibitor",1,-0.00143939393939394,0.0125054738501884,0.908364978949091,20418890,2010,"Furberg","TAG","Behavioural",NA,NA,47961,"log years","Males and females","European"
"638","Age of smoking initiation","Lp(a) inhibitor",1,-0.00143939393939394,0.0125,0.908325028249512,20418890,2010,"Furberg","TAG","Behavioural",NA,NA,47961,"log years","Males and females","European"
"639","Cigarettes smoked per day","Lp(a) inhibitor",1,-0.468787878787879,0.46160941251544,0.309843271087113,20418890,2010,"Furberg","TAG","Behavioural",NA,NA,68028,"Cigarettes per day","Males and females","European"
"640","Cigarettes smoked per day","Lp(a) inhibitor",1,-0.468787878787879,0.445606060606061,0.292788941693213,20418890,2010,"Furberg","TAG","Behavioural",NA,NA,68028,"Cigarettes per day","Males and females","European"
"641","Ever vs never smoked","Lp(a) inhibitor",1,-0.065,0.075,0.386124674283814,20418890,2010,"Furberg","TAG","Behavioural",41969,32066,74035,"log odds","Males and females","European"
"642","Ever vs never smoked","Lp(a) inhibitor",1,-0.065,0.0768382901713427,0.397590450918179,20418890,2010,"Furberg","TAG","Behavioural",41969,32066,74035,"log odds","Males and females","European"
"643","Former vs current smoker","Lp(a) inhibitor",1,0.155909090909091,0.0987260603698132,0.114288108089104,20418890,2010,"Furberg","TAG","Behavioural",23554,18415,41969,"log odds","Males and females","European"
"644","Former vs current smoker","Lp(a) inhibitor",1,0.155909090909091,0.0902272727272727,0.0839954501865626,20418890,2010,"Furberg","TAG","Behavioural",23554,18415,41969,"log odds","Males and females","European"
"645","Paget's disease","Lp(a) inhibitor",1,0.0605,0.113115151515152,0.592751376904605,21623375,2011,"Albagha OM",NA,"Bone",741,2699,3440,"log odds","Males and females","European"
"646","Paget's disease","Lp(a) inhibitor",1,0.0605,0.114179027711193,0.596202318995958,21623375,2011,"Albagha OM",NA,"Bone",741,2699,3440,"log odds","Males and females","European"
"647","Lung adenocarcinoma","Lp(a) inhibitor",1,0.0610036544491667,0.0488416666666667,0.211661982710186,24880342,2014,"Wang Y","ILCCO","Cancer",3442,14894,18336,"log odds","Males and females","European"
"648","Lung adenocarcinoma","Lp(a) inhibitor",1,0.0610036544491667,0.0512968239551597,0.234349689970952,24880342,2014,"Wang Y","ILCCO","Cancer",3442,14894,18336,"log odds","Males and females","European"
"649","Lung cancer","Lp(a) inhibitor",1,0.0208463241189394,0.0335530303030303,0.534405657458104,24880342,2014,"Wang Y","ILCCO","Cancer",11348,15861,27209,"log odds","Males and females","European"
"650","Lung cancer","Lp(a) inhibitor",1,0.0208463241189394,0.0339781617319752,0.539531739062237,24880342,2014,"Wang Y","ILCCO","Cancer",11348,15861,27209,"log odds","Males and females","European"
"651","Melanoma","Lp(a) inhibitor",1,-0.0304407497218182,0.0898111613621091,0.734653632871736,21926416,2011,"Amos CI","MDACC","Cancer",1804,1026,2830,"log odds","Males and females","European"
"652","Melanoma","Lp(a) inhibitor",1,-0.0304407497218182,0.089469696969697,0.733679332148041,21926416,2011,"Amos CI","MDACC","Cancer",1804,1026,2830,"log odds","Males and females","European"
"653","Small cell lung carcinoma","Lp(a) inhibitor",1,0.0762260937431818,0.0510659090909091,0.135515675724118,NA,NA,NA,"TRICL","Cancer",2791,20580,23371,NA,"Males and females","European"
"654","Small cell lung carcinoma","Lp(a) inhibitor",1,0.0762260937431818,0.0546954279164593,0.163424367905336,NA,NA,NA,"TRICL","Cancer",2791,20580,23371,NA,"Males and females","European"
"655","Squamous cell lung cancer","Lp(a) inhibitor",1,-0.0281908834864394,0.0553220310114366,0.610347221423155,24880342,2014,"Wang Y","ILCCO","Cancer",3275,15038,18313,"log odds","Males and females","European"
"656","Squamous cell lung cancer","Lp(a) inhibitor",1,-0.0281908834864394,0.0548454545454545,0.60724791333742,24880342,2014,"Wang Y","ILCCO","Cancer",3275,15038,18313,"log odds","Males and females","European"
"657","Coronary heart disease","Lp(a) inhibitor",1,-0.241362121212121,0.0647324897448416,0.000192539892480913,26343387,2015,"Nikpay","CARDIoGRAMplusC4D","Cardiovascular",60801,123504,184305,"log odds","Males and females","Mixed"
"658","Coronary heart disease","Lp(a) inhibitor",1,-0.241362121212121,0.0184840151515152,5.72985303585879e-39,26343387,2015,"Nikpay","CARDIoGRAMplusC4D","Cardiovascular",60801,123504,184305,"log odds","Males and females","Mixed"
"659","Myocardial infarction","Lp(a) inhibitor",1,-0.215737878787879,0.0589971787457292,0.000255434203743975,26343387,2015,"Nikpay","CARDIoGRAMplusC4D","Cardiovascular",43676,128199,171875,"log odds","Males and females","Mixed"
"660","Myocardial infarction","Lp(a) inhibitor",1,-0.215737878787879,0.0201453365288636,9.22812359362815e-27,26343387,2015,"Nikpay","CARDIoGRAMplusC4D","Cardiovascular",43676,128199,171875,"log odds","Males and females","Mixed"
"661","Type 2 diabetes","Lp(a) inhibitor",1,0.0150019903759091,0.036133085686523,0.678004955392883,24509480,2014,"Mahajan A","DIAGRAM","Diabetes",26488,83964,110452,"log odds","Males and females","Mixed"
"662","Type 2 diabetes","Lp(a) inhibitor",1,0.0150019903759091,0.0359267505685606,0.676260371644962,24509480,2014,"Mahajan A","DIAGRAM","Diabetes",26488,83964,110452,"log odds","Males and females","Mixed"
"663","College completion","Lp(a) inhibitor",1,0.0282543823815909,0.0174882587451212,0.106176474939373,23722424,2013,"Rietveld CA","SSGAC","Education",20044,75383,95427,"log odds","Males and females","European"
"664","College completion","Lp(a) inhibitor",1,0.0282543823815909,0.0159090909090909,0.0757346066527534,23722424,2013,"Rietveld CA","SSGAC","Education",20044,75383,95427,"log odds","Males and females","European"
"665","Years of schooling","Lp(a) inhibitor",1,0.00303030303030303,0.00386712804395176,0.433271593281862,27225129,2016,"Okbay","SSGAC","Education",NA,NA,293723,"SD (years)","Males and females","European"
"666","Years of schooling","Lp(a) inhibitor",1,0.00303030303030303,0.00378787878787879,0.423710797166793,27225129,2016,"Okbay","SSGAC","Education",NA,NA,293723,"SD (years)","Males and females","European"
"667","2hr glucose","Lp(a) inhibitor",1,0.0477272727272727,0.0356060606060606,0.180107039640696,20081857,2010,"Saxena R","MAGIC","Glycemic",NA,NA,15234,"mmol/L","Males and females","European"
"668","2hr glucose","Lp(a) inhibitor",1,0.0477272727272727,0.0376600525716968,0.205041509852882,20081857,2010,"Saxena R","MAGIC","Glycemic",NA,NA,15234,"mmol/L","Males and females","European"
"669","AUCins","Lp(a) inhibitor",1,-0.0386363636363636,0.0462121212121212,0.403118014218166,24699409,2014,"Prokopenko","MAGIC","Glycemic",NA,NA,4324,"SD (mU*min/l)","Males and females","European"
"670","AUCins","Lp(a) inhibitor",1,-0.0386363636363636,0.0472671056045342,0.413697077528415,24699409,2014,"Prokopenko","MAGIC","Glycemic",NA,NA,4324,"SD (mU*min/l)","Males and females","European"
"671","AUCins/AUCglu","Lp(a) inhibitor",1,-0.0522727272727273,0.0488535545715984,0.284624616906859,24699409,2014,"Prokopenko","MAGIC","Glycemic",NA,NA,4213,"SD","Males and females","European"
"672","AUCins/AUCglu","Lp(a) inhibitor",1,-0.0522727272727273,0.046969696969697,0.265749994484718,24699409,2014,"Prokopenko","MAGIC","Glycemic",NA,NA,4213,"SD","Males and females","European"
"673","Corrected insulin response","Lp(a) inhibitor",1,-0.0393939393939394,0.0436158320235413,0.366418299037254,24699409,2014,"Prokopenko","MAGIC","Glycemic",NA,NA,5318,"SD","Males and females","European"
"674","Corrected insulin response","Lp(a) inhibitor",1,-0.0393939393939394,0.0424242424242424,0.353111234506006,24699409,2014,"Prokopenko","MAGIC","Glycemic",NA,NA,5318,"SD","Males and females","European"
"675","Fasting glucose","Lp(a) inhibitor",1,0.000303030303030303,0.00136363636363636,0.824140895741885,22581228,2012,"Manning AK","MAGIC","Glycemic",NA,NA,58074,"mmol/L","Males and females","European"
"676","Fasting glucose","Lp(a) inhibitor",1,0.000303030303030303,0.00136585894886623,0.824422393045213,22581228,2012,"Manning AK","MAGIC","Glycemic",NA,NA,58074,"mmol/L","Males and females","European"
"677","Fasting insulin","Lp(a) inhibitor",1,-0.00053030303030303,0.00137043164682847,0.698785388584274,22581228,2012,"Manning AK","MAGIC","Glycemic",NA,NA,51750,"log pmol/L","Males and females","European"
"678","Fasting insulin","Lp(a) inhibitor",1,-0.00053030303030303,0.00136363636363636,0.697358341877476,22581228,2012,"Manning AK","MAGIC","Glycemic",NA,NA,51750,"log pmol/L","Males and females","European"
"679","Fasting proinsulin","Lp(a) inhibitor",1,0.00909090909090909,0.0130890434943398,0.487341478139593,20081858,2011,"Dupuis J","MAGIC","Glycemic",NA,NA,10701,"log pmol/L","Males and females","European"
"680","Fasting proinsulin","Lp(a) inhibitor",1,0.00909090909090909,0.0128787878787879,0.480261302753423,20081858,2011,"Dupuis J","MAGIC","Glycemic",NA,NA,10701,"log pmol/L","Males and females","European"
"681","HbA1C","Lp(a) inhibitor",1,-0.000151515151515152,0.00666678041324567,0.981868130273477,20858683,2010,"Soranzo N","MAGIC","Glycemic",NA,NA,46368,"%","Males and females","European"
"682","HbA1C","Lp(a) inhibitor",1,-0.000151515151515152,0.00666666666666667,0.981867820961016,20858683,2010,"Soranzo N","MAGIC","Glycemic",NA,NA,46368,"%","Males and females","European"
"683","HOMA-B","Lp(a) inhibitor",1,-0.000909090909090909,0.00651934031088117,0.889098333097557,20081858,2011,"Dupuis J","MAGIC","Glycemic",NA,NA,46186,"log HOMA","Males and females","European"
"684","HOMA-B","Lp(a) inhibitor",1,-0.000909090909090909,0.00651515151515151,0.889027492331461,20081858,2011,"Dupuis J","MAGIC","Glycemic",NA,NA,46186,"log HOMA","Males and females","European"
"685","HOMA-IR","Lp(a) inhibitor",1,-0.00757575757575758,0.00757575757575758,0.317310507862914,20081858,2011,"Dupuis J","MAGIC","Glycemic",NA,NA,46186,"log HOMA","Males and females","European"
